symbol,current_ratio,gross_margin,operating_margin,debt_to_equity,price_to_sales,volume,return_1m,return_6m,stochrsi,current_ratio_rank,gross_margin_rank,operating_margin_rank,debt_to_equity_rank,price_to_sales_rank,volume_rank,return_1m_rank,return_6m_rank,stochrsi_rank
ABC,0.99,0.02784813997983199,0.0116,,0.10969665796845512,1241614.5161290322,-0.0206433673411609,0.10234230443310155,46.337930946543366,0.1948894747515717,0.07147099584240744,0.434594892522506,0.0,0.9651771336553945,0.7262539040970053,0.3986661726565395,0.26091136319938474,0.11427963396467333
ABCB,,1.0,0.4034,,3.626943886940916,427867.3387096774,0.18686386846375957,1.027556796644007,100.0,0.0,0.8985349435755295,0.8774572845857064,0.0,0.4647745571658615,0.48116847326841816,0.8562430529825862,0.869255912324553,0.8830602255799106
ABCL,5.67,0.15409290737864065,-0.2362,6.63,359.56179888670755,1144862.962962963,-0.2857142959578335,,,0.8245791928614885,0.1465056424470402,0.1574499356972258,0.8471555860178204,0.018317230273752014,0.7075142384714312,0.060763245646535756,0.0,0.0
ABCM,1.75,0.693076923076923,0.0,46.6,19.983595451134903,207267.4157303371,0.011920550212406011,,,0.44483877509632935,0.670560285092061,0.33951864780451957,0.5629426547863834,0.1324476650563607,0.32537203747933124,0.5153760652093368,0.0,0.0
ABEO,2.7,-3.357285714285714,-7.205,7.8,32.40954141650881,2161144.7580645164,0.21649475540589536,0.1346153757981292,74.48118178578399,0.6276617319002231,0.01920411799643635,0.036009553555024804,0.8329906328535527,0.09259259259259259,0.8320778982178946,0.8875509447943682,0.29552009228994425,0.24664822302617578
ABEV,1.06,0.5363726456750412,0.0,6.38,0.6897823283857863,29000171.575396825,-0.12328771373571856,0.10477015357940034,82.94897225879178,0.2197323058203204,0.5523658681449218,0.33951864780451957,0.851496458761709,0.8405797101449275,0.9930185559434136,0.20118562430529827,0.26398769467410116,0.3196424771227921
ABG,1.15,0.1715415463136936,0.057,262.0,0.4880338417801421,237899.45238095237,0.16077877273374708,0.6759120762007778,97.94993570152862,0.2532954775907524,0.16551177984557514,0.5228734153959214,0.11537582819282613,0.8834541062801933,0.3521954804335844,0.8188217858466098,0.7488944433762738,0.6646094913811449
ABIO,34.01,,0.0,0.24,,993064.1129032258,0.0,0.036697211585436484,33.6072586311979,0.9849929020482661,0.0,0.33951864780451957,0.9854923463559515,0.0,0.6792210178210546,0.47248981104112636,0.180349932705249,0.07767610129814854
ABM,1.46,0.15007682543924108,0.0461,60.43,0.5352866454197399,431333.2301587302,0.21176764923902458,0.3146479518964578,90.14500820762534,0.3581423646319205,0.14254603048901207,0.5011941943781003,0.47840986977381766,0.8707729468599034,0.4831894176005879,0.8832901074472027,0.48183041722745623,0.42264311555650136
ABMD,5.76,0.8090905176920664,0.2796,0.86,18.099566619194885,416979.43548387097,-0.04841159685872298,0.21298331256649639,90.07415424492042,0.8271141756236058,0.7430211839239754,0.7993753444791475,0.9601325108521819,0.14130434782608695,0.4751056402719089,0.31919229344201555,0.382041915016343,0.4211534369014684
ABNB,1.74,0.7902048625072464,-1.0179,80.29,3.7913669980859033,9042785.454545455,0.052427351624261265,,,0.44220239302372744,0.735497921203722,0.08708432849531508,0.38565227324651585,0.4530998389694042,0.9663788352011758,0.6141163393849574,0.0,0.0
ABR,3.16,0.9068227318120654,0.4303,403.79,4.582713868878947,1948075.4642857143,0.04767850099426485,0.40426178815630065,100.0,0.677854390590144,0.7782617303504257,0.8892155061546941,0.07082476582133881,0.39533011272141705,0.8148080102884439,0.6070766950722489,0.562391847721592,0.8830602255799106
ABST,1.53,0.8762504114104966,0.1343,51.59,6.894283536674216,43814.1129032258,0.21918568995395216,0.46856243257264985,65.15955017568382,0.38014601500709794,0.7677687586616512,0.6618592687855962,0.5314142106465616,0.30656199677938806,0.12419621532243248,0.890515005557614,0.6152662949432801,0.1862098318791232
ABT,1.72,0.5665742024965326,0.1604,60.27,6.266704167803845,6591950.0,-8.162343851592091e-05,0.20024961212965464,82.09616914128107,0.43581423646319206,0.5790932488616115,0.6928164615101966,0.47909527073337904,0.32628824476650564,0.9491089472717251,0.4712856613560578,0.3658911747740819,0.30942753777399445
ABTX,,1.0,0.3705,,4.279156719365059,76456.04838709677,0.08353297555466188,0.5165484742226747,100.0,0.0,0.8985349435755295,0.8587176189601323,0.0,0.41545893719806765,0.18317104537938636,0.6830307521304186,0.6491059411651605,0.8830602255799106
ABUS,15.94,-6.381060852587049,-8.0991,3.2,52.913324686280696,4005946.7741935486,-0.0128866467165214,0.5506072386003347,74.06783488495073,0.9521395254512269,0.01227479706988715,0.033621164798824175,0.9022161297692484,0.06642512077294686,0.9108947271725152,0.42552797332345316,0.6727552393770428,0.24345605447967653
AC,10.18,0.04862740817551711,-0.6568,,6.34168002280529,15774.785714285714,-0.04027583681303881,-0.0414804015108472,32.63645161192724,0.9134049888460758,0.0772124331815482,0.10453793863678118,0.0,0.32407407407407407,0.054932941392614364,0.33938495739162655,0.11190155739280908,0.07469674398808257
