symbol,most_recent_quarter,shares_outstanding,payout_ratio,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue_per_share,quarterly_revenue_growth,ebitda,diluted_eps,quarterly_earnings_growth,total_cash_per_share,total_debt_to_equity,current_ratio,operating_cash_flow
SJ,2020-09-29,27040000.0,-999.0,0.2645,0.0,-999.0,-999.0,-999.0,0.291,-999.0,-999.0,0.591,-999.0,-999.0,1.7,-999.0
KFS,2020-09-29,22710000.0,0.0,-0.1197,0.0327,0.0034,-0.1707999999999999,2.98,0.196,9030000.0,-0.409,-999.0,0.94,965.59,1.54,-999.0
AUUDW,2020-09-29,-999.0,-999.0,0.0,-19.846,-1.2916,-999.0,0.0,-0.991,-3720000.0,-999.0,-999.0,0.01,-999.0,0.0,-3080000.0
FFHL,2020-09-29,3270000.0,0.0,0.1507,0.0,0.0815,0.2276999999999999,-999.0,0.059,-999.0,-1.34,2.9160000000000004,-999.0,63.47,0.77,-999.0
AUVI,2020-09-29,9110000.0,0.0,-0.0742999999999999,-0.0679,-999.0,-999.0,1.23,-0.4379999999999999,-999.0,-999.0,-999.0,0.93,17.43,4.35,-999.0
AVCT,2020-09-29,19750000.0,0.0,-0.2495,-0.1478,-0.0805,-999.0,3.37,-999.0,-3750000.0,-999.0,-999.0,0.19,564.41,0.56,-13990000.0
AHAC,2020-09-29,10360000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.1,1.78,5.02,-999.0
FENC,2020-09-29,25810000.0,0.0,0.0,0.0,-0.455,-0.8003,-999.0,-999.0,-999.0,-0.83,-999.0,1.28,-999.0,11.81,-13900000.0
PPSI,2020-09-29,8730000.0,0.0,-0.5920000000000001,-0.2689999999999999,-0.1089,-0.7694,2.38,-0.273,-5360000.0,-1.41,-0.8079999999999999,1.1,19.05,2.3,-4860000.0
PPTA,2020-09-29,47520000.0,0.0,0.0,0.0,-0.1848,-4.2898000000000005,-999.0,-999.0,-30250000.0,-999.0,-999.0,0.72,15.09,6.14,-28480000.0
PRAX,2020-09-29,38260000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-43710000.0,-999.0,-999.0,3.0,0.87,11.16,-42350000.0
PRCH,2020-09-29,82650000.0,-999.0,-0.7498999999999999,-0.5035000000000001,-999.0,-999.0,3.13,-0.009,-29260000.0,-999.0,-999.0,0.01,-999.0,0.17,-19470000.0
TME,2020-09-29,1680000000.0,0.0,0.1423,0.0,0.0445,0.0878999999999999,-999.0,0.1639999999999999,-999.0,0.32,0.103,-999.0,11.19,3.48,-999.0
AHACU,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.1,1.78,5.02,-999.0
TMBR,2020-09-29,11850000.0,-999.0,0.0,-43.1749,-999.0,-999.0,0.04,0.491,-999.0,-999.0,-999.0,1.0,113.77,1.05,-7360000.0
AHCO,2020-09-29,129690000.0,0.0,-0.0024,0.0775,0.042,0.0063,19.4,1.084,141430000.0,-999.0,-999.0,4.26,175.08,1.54,162530000.0
SFTW,2020-09-29,31620000.0,0.0,0.0,0.0,-0.0104,-0.2311,-999.0,-999.0,-999.0,-999.0,-999.0,0.01,-999.0,0.48,-1540000.0
PRLD,2020-09-29,35180000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-48880000.0,-999.0,-999.0,5.54,-999.0,20.96,-39800000.0
SFUN,2020-09-29,9010000.0,0.0,-0.1771,0.0243999999999999,0.0018,-0.0582,22.22,-0.161,29240000.0,-3.93,13.933,40.53,117.24,1.18,-999.0
PROF,2020-09-29,19630000.0,0.0,-2.7682,0.0,-0.1735,-0.3279999999999999,-999.0,3.369,-999.0,-999.0,-999.0,-999.0,1.79,28.03,-999.0
SGFY,2020-09-29,167780000.0,0.0,-0.0421999999999999,0.0549,-999.0,-999.0,2863.37,0.206,92700000.0,-999.0,-999.0,457.29,38.55,1.75,26200000.0
AVIR,2020-09-29,82620000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-22730000.0,-999.0,-999.0,1.28,-999.0,10.02,-25710000.0
AVID,2020-09-29,44210000.0,0.0,0.0519,0.1009,0.089,-999.0,8.56,-0.032,45450000.0,0.42,1.524,1.11,-999.0,1.08,27370000.0
AVGR,2020-09-29,94920000.0,0.0,-2.2695,-2.1165000000000003,-0.3499,-1.6802,0.28,-0.045,-17270000.0,-0.763,-999.0,0.3,116.32,1.72,-15200000.0
AVEO,2020-09-29,28810000.0,0.0,0.0,-5.5647,-0.3089,-0.9678,0.31,-0.86,-999.0,-1.52,-999.0,2.39,35.88,4.29,-32470000.0
AVDL,2020-09-29,58270000.0,0.0,0.4671,-0.8835,-0.0761,0.2158,0.7,-999.0,-27350000.0,0.32,-999.0,4.0,75.36,12.24,-37860000.0
PROG,2020-09-29,60140000.0,0.0,-2.0801,-2.3945,-1.1171,-999.0,4.91,0.382,-186160000.0,-999.0,-999.0,1.28,-999.0,1.07,-141530000.0
AVCO,2020-09-29,81400000.0,0.0,0.0,-10.7018,-0.8332999999999999,-2.5917000000000003,0.02,-0.134,-14240000.0,-0.193,-999.0,0.02,64.56,0.88,-7950000.0
FHTX,2020-09-29,36770000.0,0.0,0.0,-351.6089,-999.0,-999.0,0.01,-999.0,-61940000.0,-999.0,-999.0,2.1,164.1,3.65,-33810000.0
SOHOO,2020-09-29,-999.0,-999.0,-0.3791,-0.1834,-0.024,-0.5164,7.16,-0.6609999999999999,1890000.0,-3.33,-999.0,1.08,659.45,1.0,-5100000.0
ASTE,2020-09-29,22610000.0,0.7719,0.0123,0.0104,0.0085,0.0210999999999999,47.34,-0.095,37020000.0,0.58,-0.452,4.97,1.2,3.31,131570000.0
SRSA,2020-09-29,20000000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,146.75,-999.0,-999.0
SRRK,2020-09-29,32820000.0,0.0,0.0,-3.7421,-0.2597,-0.7737999999999999,0.66,-0.364,-71560000.0,-2.42,-999.0,3.46,52.24,3.63,-56650000.0
PCSA,2020-09-29,10570000.0,0.0,0.0,0.0,-0.2239,-0.7681999999999999,-999.0,-999.0,-2850000.0,-1.08,-999.0,0.03,32.41,0.14,-1480000.0
TSQ,2020-09-29,14330000.0,-999.0,-0.4412,0.0982,0.0258,-0.7343000000000001,20.14,-0.153,57870000.0,-8.92,-0.882,4.17,622.66,2.13,38030000.0
PCVX,2020-09-29,50950000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-84560000.0,-999.0,-999.0,7.79,-999.0,10.12,-50270000.0
ALDX,2020-09-29,45660000.0,0.0,0.0,0.0,-0.2863,-0.6568,-999.0,-999.0,-37720000.0,-1.26,-999.0,1.83,21.7,13.65,-40400000.0
ASAQ,2020-09-29,25000000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.01,1066.09,-999.0,-999.0
SRRA,2020-09-29,11040000.0,0.0,0.0,-688.47,-0.4643,-1.3439,0.01,-999.0,-68760000.0,-11.91,-999.0,9.87,0.39,14.99,-52070000.0
PDD,2020-09-29,1230000000.0,0.0,-0.1727,0.0,-0.0722,-0.278,-999.0,0.8909999999999999,-999.0,-2.09,-999.0,-999.0,31.16,1.39,-999.0
PDLB,2020-09-29,17070000.0,0.0,-0.1116,0.107,-0.0044,-0.0327999999999999,2.77,0.6920000000000001,-999.0,-0.31,4.654,4.76,-999.0,-999.0,-1580000.0
PDSB,2020-09-29,22260000.0,0.0,0.0,0.0,-0.3215,-0.6436,-999.0,-999.0,-13830000.0,-1.201,-999.0,1.5,2.06,11.68,-14040000.0
LOMA,2020-09-29,119200000.0,0.0,0.2522,0.0,0.0682,0.1288,-999.0,-0.045,-999.0,0.46,93.56,-999.0,17.33,0.83,-999.0
SA,2020-09-29,74170000.0,0.0,0.0,0.0,-0.01,-0.0118,-999.0,-999.0,-999.0,-0.27,-999.0,-999.0,0.05,4.41,-999.0
ALACW,2020-09-29,2500000.0,-999.0,0.0,0.0,-0.0046999999999999,0.1252,-999.0,-999.0,-999.0,0.004,-999.0,0.0,58.98,0.01,-999.0
SRGA,2020-09-29,81400000.0,0.0,-0.4397,-0.0353,-0.0174,-1.1606,3.95,-0.027,3610000.0,-999.0,-999.0,1.2,1.56,2.85,-69620000.0
ALACU,2020-09-29,2500000.0,-999.0,0.0,0.0,-0.0046999999999999,0.1252,-999.0,-999.0,-999.0,0.0,-999.0,0.0,58.98,0.01,-999.0
SACH,2020-09-29,22120000.0,1.125,0.6681999999999999,0.7576999999999999,0.0544,0.0902,0.5,0.064,-999.0,0.331,0.0409999999999999,0.24,98.53,149.23,8189999.999999999
EDAP,2020-09-29,29140000.0,0.0,-0.0905,0.0,-999.0,-999.0,-999.0,-0.0819999999999999,-999.0,-0.06,-999.0,-999.0,17.51,2.18,-999.0
ALAC,2020-09-29,4620000.0,0.0,0.0,0.0,-0.0046999999999999,0.1252,-999.0,-999.0,-999.0,0.0,-999.0,0.0,58.98,0.01,-999.0
LOKB,2020-09-29,25300000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,438.32,-999.0,-999.0
SRAX,2020-09-29,16030000.000000002,0.0,0.0,-2.6642,-0.2958,-1.1149,0.39,1.606,-13530000.0,-1.45,-999.0,0.45,44.32,0.65,-12680000.0
SRSAU,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,146.75,-999.0,-999.0
ALGS,2020-09-29,35030000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-79540000.0,-999.0,-999.0,1.84,29.08,3.69,-69600000.0
PBLA,2020-09-29,9650000.0,0.0,0.0,0.0,-0.4404,-0.8145,-999.0,-999.0,-999.0,-999.0,-999.0,1.13,9.24,5.91,-3610000.0
BBAR,2020-09-29,204240000.0,0.0,0.0479,0.0,0.0044,0.0268,-999.0,-0.305,-999.0,-999.0,-0.634,-999.0,-999.0,-999.0,-999.0
RYB,2020-09-29,27590000.0,0.0,-0.4089,-0.2891,-0.0635,-0.5791,4.09,-0.256,-18660000.0,-1.681,-999.0,2.15,137.98,0.55,-999.0
PAIC,2020-09-29,9290000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.36,2146.26,-999.0,-999.0
PAICU,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.36,2146.26,-999.0,-999.0
BAK,2020-09-29,397870000.0,0.0,-0.1994,0.0,-0.0021,-999.0,-999.0,0.196,-999.0,-999.0,-999.0,-999.0,-999.0,1.48,-999.0
SSSS,2020-09-29,19910000.0,0.6742,12.4967,-8.0686,-0.0179,0.0697,0.07,0.073,-999.0,0.22,2.026,3.04,15.04,0.46,-8530000.0
PAVMW,2020-09-29,26540000.0,-999.0,0.0,0.0,-1.7089,-999.0,-999.0,-999.0,-20360000.0,-0.755,-999.0,0.16,-999.0,0.39,-19280000.0
AKUS,2020-09-29,34380000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-43070000.0,-999.0,-999.0,9.31,4.17,37.39,-38280000.0
PAND,2020-09-29,29520000.0,0.0,0.0,-4.1533,-999.0,-999.0,1.13,-999.0,-30980000.0,-999.0,-999.0,8.21,-999.0,20.31,-20940000.0
SSPKU,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.02,-999.0,1.43,-999.0
SSPK,2020-09-29,25000000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.02,-999.0,1.43,-999.0
FIXX,2020-09-29,45260000.0,0.0,0.0,-55.151,-0.289,-0.575,0.05,0.286,-118390000.0,-2.74,-999.0,3.93,9.42,10.55,-109050000.0
SSNT,2020-09-29,4670000.0,0.0,-0.0294,-0.0165,-0.0210999999999999,-0.0118999999999999,8.86,0.005,-999.0,-0.27,-0.993,1.57,32.28,1.49,-999.0
TWND,2020-09-29,33420000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.06,-999.0,-999.0,-999.0
ECOR,2020-09-29,45450000.0,0.0,0.0,-8.1931,-0.4090999999999999,-0.8395,0.09,0.583,-26530000.0,-0.734,-999.0,0.57,12.51,4.92,-26120000.0
SSKN,2020-09-29,33770000.0,0.0,-0.1773999999999999,-0.1496,-0.05,-0.1637,0.72,-0.25,-999.0,-0.128,-999.0,0.33,42.3,1.34,2860000.0
BATL,2020-09-29,16200000.0,0.0,-1.7031999999999998,0.089,0.0121,-1.9373,10.5,-0.216,83410000.0,-999.0,-999.0,0.11,118.38,0.73,55030000.0
PAVM,2020-09-29,81690000.0,0.0,0.0,0.0,-1.7089,-999.0,-999.0,-999.0,-20360000.0,-0.755,-999.0,0.16,-999.0,0.39,-19280000.0
PAYS,2020-09-29,49840000.0,0.0,-0.1106,-0.2178,-0.0611,-0.1771,0.55,-999.0,-3820000.0,-0.06,-999.0,0.15,26.43,1.15,18490000.0
PANL,2020-09-29,45070000.0,-999.0,-0.0016,0.0559,0.0302,0.0076,9.26,-0.127,40220000.0,-0.015,-0.092,1.01,68.94,1.2,43500000.0
TPGY,2020-09-29,35000000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,20618.56,-999.0,-999.0
SRACU,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.04,-999.0,12.88,-1770000.0
SQFT,2020-09-29,9630000.0,0.0,-0.1888,0.2273,0.0182,-0.0755,2.94,-0.191,12300000.0,-999.0,-999.0,0.72,252.42,1.8,4310000.0
TREB,2020-09-29,51750000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.01,-999.0,-999.0,-999.0
PFSW,2020-09-29,20250000.0,0.0,-0.0092,0.006,0.0053,-0.0511,13.32,0.147,10290000.0,-0.12,-999.0,0.51,159.15,1.33,-999.0
FINMW,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,367.64,-999.0,-999.0
FINMU,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,367.64,-999.0,-999.0
FINM,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,367.64,-999.0,-999.0
FIIIU,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.06,-999.0,0.33,-999.0
PHAS,2020-09-29,29360000.0,0.0,0.0,-64.7214,-0.6073,-2.1162,0.04,-999.0,-69940000.0,-2.752,-999.0,1.34,368.86,4.39,-61100000.0
PHAT,2020-09-29,28170000.0,0.0,0.0,0.0,-0.3579,-88.2878,-999.0,-999.0,-88700000.0,-23.02,-999.0,8.73,31.14,8.21,-64870000.00000001
ASPL,2020-09-29,23970000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.21,-999.0,-999.0,-999.0
PHIO,2020-09-29,13320000.0,0.0,0.0,0.0,-0.3973,-0.78,0.0,-999.0,-8930000.0,-2.743,-999.0,2.92,4.33,7.9,-8720000.0
PHUN,2020-09-29,70910000.0,0.0,-1.8672,-1.2761,-0.2848,-23.8623,0.26,-0.445,-13420000.0,-0.481,-999.0,0.02,-999.0,0.1,-6800000.0
SONM,2020-09-29,66160000.0,0.0,-0.4877,-0.4111,-0.2556,-1.0119,1.88,-0.501,-23680000.0,-0.919,-999.0,0.48,1.16,2.2,-5430000.0
FIII,2020-09-29,25740000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.06,-999.0,0.33,-999.0
PICO,2020-09-29,18720000.0,0.0,0.2716,0.3342,0.0197,0.026,0.85,-0.513,5510000.0,0.23,-999.0,0.53,0.26,53.67,9020000.0
TPHS,2020-09-29,32170000.0,0.0,326.48080000000004,-324.2692,-0.0327999999999999,0.2713,0.0,-0.863,-14110000.0,0.521,-999.0,0.16,318.87,1.0,-7840000.0
SCPE,2020-09-29,17250000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,13.11,-999.0
PIRS,2020-09-29,55970000.0,0.0,-0.5278,-0.5108,-0.1227999999999999,-0.7337,0.83,-0.8059999999999999,-20950000.0,-0.492,-999.0,1.48,37.45,4.5,-46450000.0
SOLY,2020-09-29,21190000.0,0.0,0.0,0.0,-0.3569,-0.6365999999999999,-999.0,-999.0,-13080000.0,-0.74,-999.0,1.63,-999.0,15.1,-11170000.0
SOLO,2020-09-29,107210000.0,0.0,0.0,0.0,-0.2380999999999999,-0.5729,-999.0,0.636,-999.0,-0.38,-999.0,-999.0,1.25,28.52,-999.0
ASXC,2020-09-29,224730000.0,0.0,0.0,-23.016,-0.4458,-0.941,0.05,-0.598,-50370000.0,-999.0,-999.0,0.2,6.09,3.24,-48280000.0
SBS,2020-09-29,683510000.0,0.462,0.0681,0.0,0.0584999999999999,0.0550999999999999,-999.0,-0.18,-999.0,0.75,-0.6509999999999999,-999.0,70.89,1.07,-999.0
PFMT,2020-09-29,54760000.0,0.0,-0.135,0.0889,0.0666,-0.457,2.95,0.009,14310000.0,-0.401,-999.0,0.29,176.06,0.65,15950000.0
TREC,2020-09-29,24820000.0,0.0,0.0546,0.0263,0.0107,-0.069,8.56,-0.239,21530000.0,0.47,37.609,2.09,31.57,3.24,22450000.0
SQBG,2020-09-29,1650000.0,0.0,-1.051,0.4221,0.0354,-0.7733,55.19,-0.054,56100000.0,-58.0,-999.0,13.28,661.68,1.72,7340000.0
LODE,2020-09-29,37920000.0,0.0,92.2909,-27.815700000000003,-0.0814,0.8195999999999999,0.01,0.022,-4090000.0,0.64,43.792,0.33,13.7,4.07,-2430000.0
TRQ,2020-09-29,201230000.0,0.0,0.4019,0.0039,0.0002,0.0453,4.45,0.265,185570000.0,1.79,0.7929999999999999,6.66,51.55,3.17,-182120000.0
PESI,2020-09-29,12150000.0,0.0,0.0383,0.0441,0.0373,0.1344999999999999,8.18,0.3389999999999999,5940000.0,0.31,-0.182,0.4,34.2,1.23,1950000.0
EDTK,2020-09-29,12000000.0,0.0,0.3028,0.4109,0.1465,0.2698,3.21,0.141,22170000.0,-999.0,-0.144,2.13,-999.0,1.88,11280000.0
AKU,2020-09-29,70180000.0,0.0,-0.0025,0.1878,0.0476999999999999,0.0137,3.85,-0.025,70460000.0,-999.0,-999.0,0.39,360.05,2.21,31950000.0
SRAC,2020-09-29,17800000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.04,-999.0,12.88,-1770000.0
ATA,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,315.9,-999.0,-999.0
SBG,2020-09-29,23000000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.05,-999.0,-999.0,-999.0
AKRO,2020-09-29,34720000.0,0.0,0.0,0.0,-0.1848999999999999,-0.3029,-999.0,-999.0,-999.0,-2.18,-999.0,8.41,0.61,24.81,-59060000.0
PFIE,2020-09-29,47960000.0,0.0,-0.1582,-0.1574,-0.0465,-0.0815,0.5,-0.596,-2590000.0,-0.081,-999.0,0.22,0.14,11.79,-999.0
EFOI,2020-09-29,4190000.000000001,0.0,-0.4427,-0.2688,-0.2075,-1.9932,5.51,1.046,-4280000.0,-2.441,-999.0,0.74,202.24,1.14,-1880000.0
SBR,2020-09-29,14580000.0,0.9952,0.9284,0.9371,3.638,8.4862,2.81,-0.26,-999.0,2.61,-0.2789999999999999,0.33,-999.0,24.59,-999.0
SPRT,2020-09-29,19380000.0,0.0,0.0125,0.0012,0.0007,0.0136,2.44,-0.322,-999.0,0.03,-999.0,1.53,0.25,8.74,4750000.0
SPRO,2020-09-29,27200000.0,0.0,0.0,-7.7988,-0.3997,-0.75,0.54,-0.14,-85740000.0,-4.2,-999.0,4.68,6.05,8.12,-86860000.0
PFIN,2020-09-29,3150000.0,-999.0,-0.0938,-0.0933,-0.0529,-0.1088,16.55,-0.16,-2370000.0,-1.55,-999.0,0.29,20.66,3.15,1730000.0
SPRB,2020-09-29,23260000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-24180000.0,-999.0,-999.0,3.11,9.96,7.3,-21160000.0
SPPI,2020-09-29,145920000.0,0.0,0.0,0.0,-0.3411,-0.8016,-999.0,-999.0,-144540000.0,-1.37,-999.0,1.38,1.7,3.48,-119520000.0
AKTX,2020-09-29,38470000.0,0.0,0.0,0.0,-0.9241,-4.4736,-999.0,-999.0,-18000000.0,-0.636,-999.0,0.36,-999.0,1.55,-16180000.0
SINT,2020-09-29,24680000.0,0.0,0.0,-10.8315,-0.2286,-0.3747,0.07,-0.618,-7830000.0,-1.706,-999.0,1.06,8.6,8.81,-8610000.0
SILV,2020-09-29,144360000.0,0.0,0.0,0.0,-0.2848,-0.4907999999999999,-999.0,-999.0,-999.0,-0.07,-999.0,-999.0,0.2,29.69,-999.0
ASUR,2020-09-29,18960000.0,0.0,0.461,-0.3036,-0.0356999999999999,-0.3344,4.23,-0.103,-5920000.0,1.95,-999.0,0.81,24.08,1.0,-6090000.0
EYES,2020-09-29,23210000.0,0.0,0.0,-39.1529,-0.8870999999999999,-2.8941000000000003,0.03,-999.0,-19210000.0,-1.15,-999.0,0.1,-999.0,1.11,-22750000.0
ERESU,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.02,-999.0,-999.0,-999.0
EYEN,2020-09-29,24880000.0,0.0,0.0,0.0,-0.5832999999999999,-1.187,-999.0,-999.0,-20790000.0,-1.09,-999.0,0.92,3.06,3.77,-15870000.0
RUHN,2020-09-29,82660000.0,0.0,-0.0834999999999999,0.0,-0.0279999999999999,-0.0953,-999.0,-0.089,-999.0,-999.0,-999.0,-999.0,5.46,4.06,-999.0
SPRQ,2020-09-29,34500000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,296.91,-999.0,-999.0
RCHG,2020-09-29,20000000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,801.24,-999.0,-999.0
RCHGU,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,801.24,-999.0,-999.0
EYEG,2020-09-29,7040000.0,0.0,0.0,0.0,-0.5394,-1.4997,0.0,-999.0,-7780000.0,-1.93,-999.0,0.63,5.7,3.76,-8189999.999999999
KRO,2020-09-29,115540000.0,1.3333000000000002,0.0395,0.0596999999999999,0.0311,0.0765,13.81,-0.047,152500000.0,0.55,-0.547,3.02,61.58,5.05,92600000.0
EXPI,2020-09-29,139900000.0,0.0,0.0166,0.017,0.0941,0.3082,10.93,0.999,28430000.0,0.17,-999.0,0.66,4.57,1.78,104620000.0
SVT,2020-09-29,2490000.0,0.0,0.0222,0.0368,0.026,0.0366999999999999,23.82,-0.1669999999999999,3500000.0,0.51,-999.0,3.0,29.16,5.71,1750000.0
RDHL,2020-09-29,42020000.0,0.0,-1.4281,-1.2349,-0.3282,-2.4627,1.26,13.949000000000002,-50190000.0,-1.8,-999.0,0.93,298.79,1.8,-49740000.0
ERII,2020-09-29,56100000.0,0.0,0.1992,0.2767,0.1006,0.1495,2.02,0.103,35920000.0,0.39,0.046,1.86,10.98,10.11,15120000.0
RPTX,2020-09-29,36770000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-45270000.0,-999.0,-999.0,9.46,1.35,35.44,-2480000.0
ERYP,2020-09-29,20390000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.136,-999.0,-2.79,-999.0,-999.0,32.31,-999.0,-999.0
RDI,2020-09-29,20070000.0,0.0,-0.5716,-0.3338,-0.0412999999999999,-0.5959,6.03,-0.855,-21210000.0,-3.45,-999.0,1.29,560.89,0.36,-14200000.0
SQZ,2020-09-29,24830000.0,0.0,-1.7443,-1.7799,-999.0,-999.0,14.95,0.4639999999999999,-42670000.0,-999.0,-999.0,4.66,70.32,2.35,-32940000.0
LCTX,2020-09-29,149990000.0,0.0,0.0,-9.6007,-0.1379,-0.2653,0.02,0.0069999999999999,-23600000.0,-0.373,-999.0,0.25,3.15,5.13,-19640000.0
SRG,2020-09-29,38640000.0,0.0,-0.799,-0.9352,-0.0252,-0.1393,3.15,-0.206,-17130000.0,-2.65,-999.0,3.06,172.29,1.19,-44610000.0
RDIB,2020-09-29,1680000.0,0.0,-0.5716,-0.3338,-0.0412999999999999,-0.5959,6.03,-0.855,-21210000.0,-3.45,-999.0,1.29,560.89,0.36,-14200000.0
ROCHU,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.04,-999.0,4.45,-999.0
SPNV,2020-09-29,40250000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
RDNT,2020-09-29,51640000.0,0.0,-0.0095,0.0382,0.0156,-0.0002,21.58,-0.002,126650000.0,-0.21,0.927,1.74,473.94,0.69,192060000.0
ERES,2020-09-29,34500000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.02,-999.0,-999.0,-999.0
SPLP,2020-09-29,24950000.0,0.0,-0.0388,0.0637,0.0179,-0.1278,57.16,-0.111,162610000.0,-2.58,-999.0,5.61,560.37,1.43,351820000.0
SAII,2020-09-29,17250000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2,-999.0,-999.0,-999.0
EPSN,2020-09-29,23800000.0,0.0,0.0587,0.0965,0.0167,0.0208,0.98,0.113,13720000.0,0.057,-999.0,0.49,-999.0,2.83,13250000.0
SOAC,2020-09-29,30000000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.04,-999.0,-999.0,-999.0
LEAP,2020-09-29,41260000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.01,-999.0,-999.0,-999.0
QUMU,2020-09-29,17540000.0,0.0,-0.2425,-0.144,-0.0853999999999999,-1.6538,2.15,-0.006,-3130000.0,-0.55,-999.0,0.83,65.97,0.98,-999.0
RAAC,2020-09-29,28750000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,238.54,-999.0,-999.0
RAACU,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,238.54,-999.0,-999.0
RAACW,2020-09-29,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,238.54,-999.0,-999.0
EQ,2020-09-29,29040000.0,0.0,0.0,0.0,-0.2268,-0.4478999999999999,-999.0,-999.0,-28160000.0,-1.54,-999.0,3.66,12.64,17.91,-25400000.0
