symbol,most_recent_quarter,shares_outstanding,payout_ratio,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue_per_share,quarterly_revenue_growth,ebitda,diluted_eps,quarterly_earnings_growth,total_cash_per_share,total_debt_to_equity,current_ratio,operating_cash_flow
ALGN,2020-12-30,78850000.0,0.0,0.7184,0.1566,0.066,0.7755,31.39,0.284,480710000.0,22.41,0.311,12.14,2.66,1.39,662170000.0
TWNK,2020-12-30,130600000.0,0.0,0.0637,0.1539,0.0302999999999999,0.0426999999999999,8.14,0.182,206050000.0,0.51,0.087,1.33,70.33,1.95,159240000.0
USAT,2020-12-30,71020000.0,0.0,-0.2003,-0.1775,-0.0902,-0.2853,2.34,-0.131,-20080000.0,-0.48,-999.0,0.43,24.18,1.06,-4960000.0
TWNKW,2020-12-30,-999.0,-999.0,0.0637,0.1539,0.0302999999999999,0.0426999999999999,8.14,0.182,206050000.0,0.51,0.087,1.33,70.33,1.95,159240000.0
TWST,2020-12-30,48650000.0,0.0,-1.1592,-1.1577,-0.1639999999999999,-0.3162999999999999,2.38,0.6409999999999999,-109960000.0,-2.76,-999.0,12.07,5.34,17.1,-132270000.0
TXG,2020-12-30,80160000.0,0.0,-1.8161,-0.245,-0.0596,-0.9364,2.95,0.49,-59210000.0,-5.41,-999.0,6.1,8.52,6.55,-217900000.0
ABR,2020-12-30,123180000.0,0.8723000000000001,0.4008,0.4303,0.0282,0.1382,3.75,0.611,-999.0,1.41,1.632,2.77,403.79,3.16,55160000.0
TXMD,2020-12-30,387830000.0,0.0,-2.829,-2.3977,-0.4343999999999999,-999.0,0.23,0.42,-151470000.0,-0.666,-999.0,0.21,-999.0,2.17,-159470000.0
TYHT,2020-12-30,3640000.0,0.0,-1.1909,-0.6029,-0.0768,-0.2963,5.2,-0.611,-8750000.0,-6.189,-999.0,6.68,4.06,4.29,-22210000.0
TYME,2020-12-30,170430000.0,0.0,0.0,0.0,-1.1746,-4.758,-999.0,-999.0,-27750000.0,-0.218,-999.0,0.1,0.94,3.29,-24200000.0
UBCP,2020-12-30,5980000.0,0.4577,0.3004,0.3242,0.0115,0.124,4.84,0.256,-999.0,1.39,0.493,8.95,-999.0,-999.0,-999.0
UBFO,2020-12-30,17010000.0,0.8301999999999999,0.2615,0.395,0.0087,0.0767,2.02,-0.155,-999.0,0.53,-0.336,17.29,-999.0,-999.0,13800000.0
UBOH,2020-12-30,3270000.0,0.1211,0.2555,0.3097,-999.0,0.1347,16.46,0.11,-999.0,4.16,-0.578,9.1,-999.0,-999.0,-999.0
UBSI,2020-12-30,129190000.0,0.5832999999999999,0.309,0.428,0.0126,0.0755,7.79,0.55,-999.0,2.4,0.46,17.47,-999.0,-999.0,140450000.0
AZYO,2020-12-30,7090000.0,0.0,-0.4553999999999999,-0.3039,-999.0,-999.0,4.69,0.034,-8950000.0,-999.0,-999.0,3.87,160.27,0.87,-10830000.0
BAND,2020-12-30,22070000.0,0.0,-0.1282,-0.0018,-0.0006,-0.1256,14.24,0.823,14240000.0,-1.83,-999.0,4.49,71.03,2.1,4520000.0
TWOU,2020-12-30,73990000.0,0.0,-0.2794999999999999,-0.2193,-0.0776999999999999,-0.2621,11.54,0.319,-73370000.0,-3.22,-999.0,6.77,38.94,2.55,29600000.0
TSCBP,2020-12-30,28860000.0,-999.0,0.2573999999999999,0.3657,0.0051,0.0655999999999999,6.22,0.0279999999999999,-999.0,1.89,-0.1369999999999999,17.54,-999.0,-999.0,85410000.0
USCR,2020-12-30,16680000.0,0.0,0.0187,0.0516999999999999,0.03,0.0635,82.37,-0.094,170300000.0,1.53,-999.0,0.67,194.72,1.22,181300000.0
UTHR,2020-12-30,44540000.0,0.0,0.3471,0.3984,0.0866,0.1667,33.56,0.237,640900000.0,11.54,0.878,41.19,24.15,6.7,755700000.0
VNDA,2020-12-30,54880000.0,0.0,0.094,0.1098,0.0335,0.054,4.56,0.11,30100000.0,0.42,0.943,6.7,3.0,6.2,51770000.0
VNOM,2020-12-30,65290000.00000001,-999.0,-0.8098000000000001,0.2465,0.0139,-0.0956,3.51,-0.109,159030000.0,-2.84,-999.0,0.29,29.86,1.2,196560000.0
VRAY,2020-12-30,160360000.0,0.0,-1.8926,-1.8587,-0.2166,-0.6229,0.39,0.121,-99500000.0,-0.73,-999.0,0.98,52.26,3.94,-63470000.0
VRCA,2020-12-30,25870000.0,0.0,0.0,0.0,-0.3522999999999999,-0.8713,-999.0,-999.0,-40140000.0,-1.71,-999.0,2.61,107.06,-999.0,-999.0
AAT,2020-12-30,60470000.0,2.1739,0.0808,0.2589,0.0197,0.0279,5.72,-0.173,192940000.0,0.46,-0.774,2.27,114.99,3.63,126980000.0
VRM,2020-12-30,130240000.0,0.0,-0.1494,-0.1315,-0.0975999999999999,-0.2655,18.51,0.141,-173940000.0,-999.0,-999.0,7.79,28.31,3.31,-355250000.0
VRNA,2020-12-30,57910000.0,0.0,0.0,0.0,-0.3024,-0.5725,-999.0,-999.0,-62390000.0,-1.98,-999.0,3.24,3.22,14.26,-45080000.0
VRNS,2020-12-30,34140000.0,0.0,-0.3212,-0.2668,-0.1117,-1.0022,9.31,0.312,-67920000.0,-2.99,-999.0,9.38,299.45,2.3,-5840000.0
VRRM,2020-12-30,162270000.0,0.0,-0.0088,0.1036999999999999,0.0184,-0.01,2.43,-0.109,153330000.0,-0.02,-999.0,0.76,252.05,5.12,46910000.0
VRTS,2020-12-30,7580000.0,0.2824,0.1324,0.239,0.027,0.1512,79.25,0.175,183170000.0,10.02,0.892,43.98,27.02,2.58,-226100000.0
VSAT,2020-12-30,68510000.0,0.0,-0.0009,0.0192,0.0055,0.0034,34.72,-0.022,363910000.0,-0.04,0.044,4.63,93.33,1.51,700950000.0
VSEC,2020-12-30,12670000.0,-999.0,-0.0078,0.021,-999.0,-0.0144999999999999,59.97,-0.2319999999999999,38210000.0,-0.47,-0.3979999999999999,0.05,78.86,-999.0,-999.0
VTGN,2020-12-30,138540000.0,0.0,0.0,-23.1288,-0.1634,-0.3049,0.01,-999.0,-14880000.0,-0.265,-999.0,0.74,3.91,35.22,-9370000.0
VTVT,2020-12-30,54550000.0,0.0,-1.3251,-1.8478,-0.6159,-999.0,0.14,913.143,-11760000.0,-0.18,-999.0,0.11,24.12,1.13,-18000000.0
VVPR,2020-12-30,16940000.0,0.0,-0.1657,-0.0372,-0.0124,-0.1943,3.13,-0.278,-999.0,-0.52,-999.0,1.37,58.28,1.83,-8189999.999999999
VXRT,2020-12-30,117770000.0,0.0,0.0,-7.6666,-0.2045,-0.4725999999999999,0.05,-0.909,-28310000.0,-0.37,-999.0,1.08,5.84,10.93,-23750000.0
VYGR,2020-12-30,37650000.0,0.0,0.2147,0.16,0.0555,0.2895,4.61,-0.8,31200000.0,0.98,-999.0,4.81,30.85,7.39,-96720000.0
ACLS,2020-12-30,33630000.0,0.0,0.1052999999999999,0.1223,0.0619,0.1109,14.27,0.134,62780000.0,1.46,0.511,6.03,10.94,5.58,69700000.0
ACMR,2020-12-30,16900000.0,0.0,0.1199,0.1372,0.0481,0.1186,8.59,0.852,22550000.0,0.89,1.163,5.34,24.03,2.53,-13550000.0
ACNB,2020-12-30,8700000.0,0.4695,0.2193,0.3418,0.0086,0.0822,9.71,0.247,-999.0,2.13,0.387,-999.0,-999.0,-999.0,-999.0
ACRS,2020-12-30,51800000.0,0.0,0.0,-7.4852,-0.3586999999999999,-0.9512,0.15,0.4429999999999999,-47200000.0,-1.2,-999.0,1.04,37.58,3.87,-38630000.0
ACST,2020-12-30,179500000.0,0.0,31.8889,-168.5185,-0.2830999999999999,0.2466,0.0,-999.0,-12130000.0,0.027,-999.0,0.16,0.41,13.43,-15450000.0
ADAP,2020-12-30,155140000.0,0.0,0.0,-33.7052,-0.2636,-0.5597,0.03,1.063,-125810000.0,-0.91,-999.0,2.37,6.95,10.19,-53590000.0
BBIO,2020-12-30,148790000.0,0.0,0.0,-57.5199,-0.4442,-1.7315,0.07,-0.991,-999.0,-4.73,-999.0,4.14,461.12,6.72,-399710000.0
BBSI,2020-12-30,7650000.0,0.2733,0.0383,0.0409999999999999,0.0276,0.1825,116.25,-0.049,40830000.0,4.39,-0.39,22.39,13.97,1.4,-999.0
VMD,2020-12-30,39560000.0,0.0,0.2401,0.1596,0.1341999999999999,0.5029,3.39,0.455,30540000.0,0.25,1.124,0.78,14.16,2.05,35110000.0
VLYPP,2020-12-30,331490000.0,-999.0,0.3359,0.5079,0.01,0.087,2.88,0.17,-999.0,0.93,1.765,2.02,-999.0,-999.0,151520000.0
VLYPO,2020-12-30,331490000.0,-999.0,0.3359,0.5079,0.01,0.087,2.88,0.17,-999.0,0.93,1.765,2.02,-999.0,-999.0,151520000.0
VLY,2020-12-30,405610000.0,0.4731,0.3359,0.5079,0.01,0.087,2.88,0.17,-999.0,0.93,1.765,2.02,-999.0,-999.0,151520000.0
UTMD,2020-12-30,3640000.0,0.3825,0.256,0.325,0.0773,0.1059,11.49,0.015,20870000.0,2.94,-0.217,14.16,0.33,16.42,-999.0
UVSP,2020-12-30,29320000.0,0.375,0.2214,0.296,0.008,0.0686,7.25,0.302,-999.0,1.6,0.6679999999999999,7.6,-999.0,-999.0,51180000.0
VBFC,2020-12-30,1470000.0,0.0,0.2673999999999999,0.3450999999999999,0.0137,0.1802,21.92,0.645,-999.0,5.86,1.34,-999.0,-999.0,-999.0,-999.0
VBIV,2020-12-30,254000000.0,0.0,0.0,-41.109300000000005,-0.1644,-0.3557,0.0,-0.7140000000000001,-41970000.0,-0.212,-999.0,0.47,10.42,7.61,-47050000.0
AKAM,2020-12-30,163000000.0,0.0,0.1742,0.2193,0.0594,0.1409,19.68,0.096,1020000000.0,3.37,-0.048,6.73,65.32,2.55,1220000000.0
VBTX,2020-12-30,49420000.0,0.4595,0.2986,0.4508,0.0088,0.0617,4.96,0.019,-999.0,1.48,-0.215,5.25,-999.0,-999.0,107650000.0
VC,2020-12-30,27920000.0,0.0,-0.022,0.0239,0.0168,-0.0868999999999999,91.33,0.0579999999999999,156000000.0,-2.01,-0.486,17.77,103.33,1.63,168000000.0
ABEV,2020-12-30,15730000000.0,0.5548,0.1949,0.0,0.0759,0.1704,-999.0,0.216,-999.0,0.176,0.655,-999.0,6.38,1.06,-999.0
VCEL,2020-12-30,45950000.0,0.0,0.0231,0.0191,0.0083,0.0233999999999999,2.75,0.148,4750000.0,0.06,0.286,1.65,39.7,5.5,17570000.0
VCTR,2020-12-30,16210000.0,0.0799,0.2741,0.4318999999999999,0.1202,0.3413,11.45,-0.083,351110000.0,2.88,0.46,0.34,108.69,1.56,-999.0
VCYT,2020-12-30,67000000.0,0.0,-0.2971,-0.2792,-0.0559999999999999,-0.1057,2.21,0.162,-24850000.0,-0.66,-999.0,5.21,2.92,22.39,-9710000.0
VECO,2020-12-30,49720000.0,0.0,-0.0185,0.0528,0.0174,-0.0214,9.39,0.2269999999999999,54660000.0,-0.17,-999.0,6.42,81.19,4.0,43020000.0
USLM,2020-12-30,5630000.0,0.128,0.1755999999999999,0.2108,0.0805,0.1226,28.55,0.08,55030000.0,5.0,0.4529999999999999,14.83,0.91,10.7,58580000.0
VEON,2020-12-30,1750000000.0,-999.0,-0.0437,0.1924,0.0626999999999999,-0.1955,4.57,-0.099,3450000000.0,-0.2,-0.636,1.07,992.7,0.65,2440000000.0
VERU,2020-12-30,78360000.0,0.0,0.0334,0.0411,0.0187999999999999,0.0398,0.69,0.382,2350000.0,0.02,-999.0,0.43,32.57,2.79,1240000.0
VG,2020-12-30,249130000.0,0.0,-0.0306,0.0158,0.0085,-0.0619,4.82,0.067,107680000.0,-0.15,-999.0,0.17,91.06,0.86,83880000.0
VIACA,2020-12-30,52070000.0,0.2573999999999999,0.0958,0.1782,0.0550999999999999,0.1734,41.05,0.0279999999999999,4900000000.0,-999.0,-999.0,4.82,133.03,1.66,2290000000.0
ABB,2020-12-30,2030000000.0,5.894299999999999,0.1969,0.072,0.027,0.023,12.38,0.016,2740000000.0,2.44,-999.0,2.66,44.53,1.25,1690000000.0
VICR,2020-12-30,31660000.0,0.0,0.0604,0.0586,0.0341,0.0644,7.03,0.335,28420000.0,0.41,7.531000000000001,4.88,1.31,7.82,34550000.0
VIE,2020-12-30,54950000.0,0.0,0.0,-13.2065,-0.2382999999999999,-0.4125999999999999,0.22,-0.6890000000000001,-152390000.0,-103.07,-999.0,6.69,0.6,8.45,-106110000.0
VIR,2020-12-30,127390000.0,0.0,0.0,-3.5021,-0.2336,-0.5236,0.64,0.769,-263010000.0,-14.64,-999.0,5.76,9.93,7.8,-190940000.0
VIRT,2020-12-30,122920000.0,0.186,0.2216,0.4565999999999999,0.1144999999999999,0.7269,24.07,1.038,-999.0,5.16,-999.0,45.59,185.97,1.21,1060000000.0
VIVO,2020-12-30,43150000.0,0.0,0.2344,0.3057,0.15,0.2946,6.97,0.959,105810000.0,1.61,8.472999999999999,1.47,23.62,3.3,67810000.0
VKTX,2020-12-30,74130000.0,0.0,0.0,0.0,-0.0986,-0.1515,-999.0,-999.0,-999.0,-0.54,-999.0,3.35,0.15,21.11,-21780000.0
VLDR,2020-12-30,175900000.0,0.0,-1.5715,-1.6825,-0.3525,-0.7186,0.64,-0.059,-152060000.0,-999.0,-999.0,1.99,-999.0,6.19,-68440000.0
AB,2020-12-30,98220000.0,0.9688,0.9059,1.0,0.122,0.177,3.18,0.154,-999.0,2.88,0.165,-999.0,-999.0,-999.0,270010000.0
VERI,2020-12-30,32140000.0,0.0,-0.8295999999999999,-0.8236,-0.2076,-0.706,2.09,0.351,-41120000.0,-1.74,-999.0,3.56,8.55,1.77,1430000.0
TSCAP,2020-12-30,1610000.0,-999.0,0.2573999999999999,0.3657,0.0051,0.0655999999999999,6.22,0.0279999999999999,-999.0,1.3,-0.1369999999999999,17.54,-999.0,-999.0,85410000.0
TSC,2020-12-30,32620000.0,0.0,0.2573999999999999,0.3657,0.0051,0.0655999999999999,6.22,0.0279999999999999,-999.0,1.3,-0.1369999999999999,17.54,-999.0,-999.0,85410000.0
TSBK,2020-12-30,8320000.0,0.2694,0.3818999999999999,0.4977,0.0174,0.135,7.84,0.044,-999.0,2.97,0.096,48.06,-999.0,-999.0,25340000.0
AMX,2020-12-30,3340000000.0,0.5585,0.0461,0.0,0.068,0.2196,-999.0,-0.031,-999.0,0.4,0.7609999999999999,-999.0,310.11,0.7,-999.0
AVXL,2020-12-30,69490000.0,0.0,0.0,0.0,-0.4104,-0.7623000000000001,-999.0,-999.0,-999.0,-0.46,-999.0,0.68,-999.0,6.76,-23430000.0
AWRE,2020-12-30,21490000.0,0.0,-0.6733,-0.7714,-0.0999,-0.1537,0.53,0.3979999999999999,-8160000.0,-0.355,-999.0,1.79,-999.0,7.44,-5270000.0
AMRX,2020-12-30,147700000.0,0.0,0.0457,0.0731,0.0237,0.195,13.51,0.284,381050000.0,0.61,-999.0,2.32,840.12,2.29,379000000.0
AXDX,2020-12-30,60860000.0,0.0,0.0,-5.705299999999999,-0.3495,-999.0,0.2,-0.104,-60700000.0,-1.4,-999.0,1.18,-999.0,11.77,-50390000.0
AXGN,2020-12-30,40620000.0,0.0,-0.2118,-0.2064,-0.0814,-0.1863,2.81,0.154,-21520000.0,-0.6,-999.0,2.55,45.69,6.36,-9630000.0
AXNX,2020-12-30,39930000.0,0.0,-0.4924,-0.482,-0.1196,-0.2335,3.02,2.497,-52020000.0,-1.49,-999.0,5.81,10.98,7.18,-83740000.0
AXON,2020-12-30,63550000.0,0.0,-0.0025,0.009,0.0034,-0.0023,11.02,0.316,18620000.0,-0.03,-999.0,8.81,2.5,3.83,38480000.0
AXSM,2020-12-30,37370000.0,0.0,0.0,0.0,-0.2732,-0.7036,-999.0,-999.0,-88860000.0,-2.77,-999.0,4.92,44.05,7.85,-78460000.0
AXTI,2020-12-30,41300000.0,0.0,0.034,0.0412999999999999,0.0093999999999999,0.0225,2.38,0.4679999999999999,7890000.0,0.07,-999.0,1.79,5.0,4.21,-999.0
AY,2020-12-30,110690000.0,13.8333,0.0613999999999999,0.3505,0.0227999999999999,0.0385999999999999,10.03,0.119,710740000.0,0.62,-999.0,10.52,376.79,1.81,345390000.0
AYTU,2020-12-30,17880000.0,0.0,-0.4316,-0.3804999999999999,-0.1018999999999999,-0.3438,5.14,3.77,-11560000.0,-2.22,-999.0,3.47,0.31,3.59,-30190000.0
AZN,2020-12-30,2630000000.0,1.1475,0.1201,0.1558,0.0405,0.208,10.14,0.1119999999999999,6760000000.0,1.22,2.233,3.06,145.24,0.96,4800000000.0
AZPN,2020-12-30,67840000.0,0.0,0.4378,0.5093,0.1859,0.57,10.06,0.855,356290000.0,4.36,2.245,3.21,51.78,4.94,255340000.0
SYBT,2020-12-30,22730000.0,0.417,0.3508,0.411,0.0141,0.139,7.44,0.035,-999.0,2.59,0.065,14.35,-999.0,-999.0,77120000.0
AMRC,2020-12-30,30250000.0,0.0,0.0524,0.0703,0.0289999999999999,0.1148,21.64,0.025,114660000.0,1.1,0.0579999999999999,1.38,164.23,1.28,-102580000.0
SYKE,2020-12-30,39610000.0,0.0,0.033,0.073,0.0548,0.0638,42.49,0.059,190550000.0,1.39,0.102,2.61,27.44,1.89,175740000.0
SYNA,2020-12-30,34950000.0,0.0,0.1098,0.0794,0.0394,0.1796,37.71,-0.079,203200000.0,3.94,1.505,9.07,71.57,2.98,179700000.0
SYNH,2020-12-30,104310000.0,0.0,0.0437,0.0799,0.0283999999999999,0.0615,42.39,-0.06,575150000.0,1.83,0.009,2.61,99.86,1.1,425490000.0
SYRS,2020-12-30,61640000.0,0.0,0.0,-5.4527,-0.2832,-0.9902,0.33,10.219,-79260000.0,-1.83,-999.0,2.82,73.12,6.24,-57360000.0
TA,2020-12-30,14570000.0,0.0,-0.0029,0.0102,0.0093,-0.0246,442.12,-0.155,145190000.0,-1.23,-999.0,33.16,374.4,1.76,244410000.0
AMPE,2020-12-30,195630000.0,0.0,0.0,0.0,-0.5367000000000001,-1.327,-999.0,-999.0,-14660000.0,-0.092,-999.0,0.09,6.9,10.08,-14730000.0
AMOV,2020-12-30,3340000000.0,0.5585,0.0461,0.0,0.068,0.2196,-999.0,-0.031,-999.0,0.4,0.7609999999999999,-999.0,310.11,0.7,-999.0
TBBK,2020-12-30,57650000.0,0.0,0.2932,0.4324,0.0135,0.1513,4.75,0.373,-999.0,1.37,12.037,0.1,-999.0,-999.0,-999.0
TBCPU,2020-12-30,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,0.17,-999.0
SWTX,2020-12-30,48770000.0,0.0,-1.3021,-1.3235,-0.0636,-0.1036999999999999,0.81,-999.0,-45980000.0,-13.84,-999.0,10.53,0.49,29.15,-32190000.0
SWIR,2020-12-30,36620000.0,0.0,-0.11,-0.1757999999999999,-0.0795,-0.1902,12.33,-0.309,-46510000.0,-1.36,-999.0,4.39,4.78,1.66,-7770000.0
ALK,2020-12-30,123660000.0,-999.0,-0.3713,-0.4797999999999999,-0.0791,-0.3618,28.89,-0.637,-1290000000.0,-10.73,-999.0,26.93,169.95,0.93,-234000000.0
SWAV,2020-12-30,34840000.0,0.0,-0.9692,-0.9686,-0.1629,-0.3141,2.05,0.5870000000000001,-63800000.0,-1.99,-999.0,5.81,11.07,9.63,-71180000.0
SSP,2020-12-30,69820000.0,0.1093,0.145,0.1714,0.0473,0.149,22.81,0.397,425590000.0,3.24,21.8,7.05,256.67,5.84,277390000.0
SSRM,2020-12-30,219470000.0,0.0,0.1565,0.2575,0.0393,0.0554,5.64,1.087,344030000.0,0.87,3.571,4.04,13.03,5.72,348620000.0
SSTI,2020-12-30,11510000.0,0.0,0.0268,0.0334,0.015,0.0398,4.01,0.159,6920000.0,0.1,-999.0,1.4,1.84,1.0,-999.0
SSYS,2020-12-30,63550000.0,0.0,-0.852,-0.1125999999999999,-0.0308999999999999,-0.4633,9.48,-0.111,-9080000.0,-8.08,-999.0,5.28,2.88,4.24,27800000.0
GDOT,2020-12-30,54030000.0,0.0,0.0184,0.0452,0.0069999999999999,0.0239,23.99,0.141,-999.0,0.43,-999.0,27.55,-999.0,-999.0,209180000.0
STAY,2020-12-30,177560000.0,2.0,0.0936999999999999,0.1464,0.0232,0.0832,5.78,-0.088,356390000.0,0.54,1.755,2.23,237.22,1.72,218750000.0
GDDY,2020-12-30,169580000.0,0.0,-0.1493,0.0922,0.03,-1.2829,19.67,0.12,508500000.0,-2.94,0.165,4.52,-999.0,0.56,764600000.0
GCP,2020-12-30,73060000.0,0.0,0.1109,0.0836,0.0347,0.1689999999999999,12.37,-0.06,121900000.0,1.37,-999.0,6.61,59.0,3.53,70600000.0
STBA,2020-12-30,39290000.0,2.1132,0.1028999999999999,0.1392,0.0024,0.0179,5.23,0.0139999999999999,-999.0,0.54,0.086,7.52,-999.0,-999.0,53450000.0
STEP,2020-12-30,29240000.0,0.0,0.2737,0.3983,-999.0,-999.0,6.04,2.47,233820000.0,-999.0,-999.0,1.95,-999.0,1.92,118380000.0
ALL,2020-12-30,302870000.0,0.1248,0.1245,0.1902,0.0433,0.1984,143.74,0.048,9210000000.0,17.31,0.48,27.0,27.59,0.55,5490000000.0
STFC,2020-12-30,43900000.0,1.3333000000000002,0.0088,0.0129,0.0039,0.0133,33.92,0.2,29700000.0,0.3,1.5019999999999998,2.07,12.09,0.09,49000000.0
TBIO,2020-12-30,75210000.0,0.0,-0.3875,-0.0486,-0.0069,-0.2108,2.06,12.211,-3870000.0,-0.8,-999.0,8.7,17.57,6.88,236320000.0
STIM,2020-12-30,25410000.0,0.0,-0.5575,-0.4165,-0.1434,-0.7486,2.61,-0.102,-19570000.0,-1.46,-999.0,1.93,150.38,4.75,-28390000.0
STLD,2020-12-30,211000000.0,0.3861,0.0574,0.0902,0.0617999999999999,0.1357,45.47,0.107,1190000000.0,2.59,0.547,6.49,73.43,3.38,987030000.0
STMP,2020-12-30,18240000.0,0.0,0.2357,0.2614,0.1125999999999999,0.2178999999999999,43.07,0.28,224120000.0,9.37,1.286,24.15,7.73,2.69,247340000.0
STND,2020-12-30,4770000.0,0.6097,0.2138,0.2937,0.0064,0.0454,6.69,0.04,-999.0,1.41,-0.02,10.93,-999.0,-999.0,-999.0
STRA,2020-12-30,24410000.0,0.6365999999999999,0.084,0.1319,0.0415,0.0537,45.4,0.0139999999999999,237790000.0,3.77,-0.7929999999999999,8.07,16.17,1.43,142900000.0
STRL,2020-12-30,28210000.0,0.0,0.0296,0.0683,0.0645,0.1751,51.24,0.002,130200000.0,1.5,-0.7390000000000001,2.35,145.98,1.12,119280000.0
STXB,2020-12-30,17080000.0,0.0899,0.2757,0.3899,0.0115,0.0886,6.46,0.292,-999.0,1.77,1.019,15.36,-999.0,-999.0,53530000.0
SUNS,2020-12-30,16050000.0,1.4397,0.4378,0.8892,0.0288,0.0538,1.98,-0.2269999999999999,-999.0,0.87,0.181,18.93,34.65,1.01,338320000.0
SUPN,2020-12-30,52870000.0,0.0,0.244,0.3374,0.0824,0.1894,9.89,0.429,192430000.0,2.36,-0.071,7.99,52.4,2.57,-999.0
SVBI,2020-12-30,12820000.0,0.3077,0.158,0.2206,0.0075,0.0624,3.31,0.303,-999.0,0.52,1.075,12.49,-999.0,-999.0,-999.0
SVC,2020-12-30,164820000.0,-999.0,-0.2460999999999999,0.002,0.0002,-0.1351,7.7,-0.535,501470000.0,-999.0,-999.0,0.44,299.29,0.86,37600000.0
SVMK,2020-12-30,144250000.0,0.0,-0.2438,-0.2171999999999999,-0.0605999999999999,-0.2825,2.68,0.1969999999999999,-59650000.0,-0.65,-999.0,1.56,85.58,1.15,55630000.0
GBL,2020-12-30,8480000.0,0.0364,0.226,0.3858,0.3337,0.8288,9.77,-0.173,101170000.0,2.2,-0.191,3.73,33.85,1.53,40730000.0
GCI,2020-12-30,139030000.0,0.0,-0.1969,0.0674,0.0401999999999999,-0.999,25.85,0.252,443760000.0,-5.09,-999.0,1.27,528.31,0.86,57770000.0
TBK,2020-12-30,24870000.0,0.0,0.2087,0.3128,0.0116,0.0939,12.58,0.356,-999.0,2.53,0.923,12.78,-999.0,-999.0,97330000.0
TBKCP,2020-12-30,-999.0,-999.0,0.2087,0.3128,0.0116,0.0939,12.58,0.356,-999.0,-999.0,0.923,12.78,-999.0,-999.0,97330000.0
TBNK,2020-12-30,9510000.0,0.4577,0.2965,0.4092,0.0089,0.0755,6.87,0.093,-999.0,2.01,0.095,39.88,-999.0,-999.0,-999.0
TIGO,2020-12-30,101210000.0,0.0,-0.0825,0.0611,0.0126,-0.1506,41.23,-0.054,1460000000.0,-3.4,-999.0,10.23,305.89,0.88,821000000.0
ACC,2020-12-30,137640000.0,3.6863,0.0836,0.1607,0.0116,0.0210999999999999,6.33,-0.089,407620000.0,0.51,0.004,0.39,128.57,1.02,351120000.0
TLC,2020-12-30,42080000.0,0.0,0.0,0.0,-0.4032,-1.2406,-999.0,0.011,-999.0,-0.51,-999.0,-999.0,77.3,4.11,-999.0
TLND,2020-12-30,32240000.000000004,0.0,-0.2768,-0.2464,-0.1075,-3.5626,9.12,0.17,-62370000.0,-2.52,-999.0,5.05,2133.84,1.32,-25910000.0
TLRY,2020-12-30,171760000.0,0.0,-1.4166999999999998,-0.675,-0.0876,-0.8225,1.52,0.1939999999999999,-110510000.0,-2.15,-999.0,1.2,91.28,1.91,-129350000.0
TMDI,2020-12-30,109530000.0,0.0,-1.2092,0.2098,0.1578999999999999,-999.0,0.3,-999.0,4330000.0,-0.361,-999.0,0.25,-999.0,0.63,-999.0
ACB,2020-12-30,197390000.0,0.0,0.0,0.0,-0.0624,-0.8004000000000001,-999.0,0.2269999999999999,-999.0,0.22,-999.0,-999.0,22.45,4.96,-999.0
TMDX,2020-12-30,27160000.0,0.0,-1.1213,-1.0291,-0.1282,-0.3627,1.04,0.259,-24850000.0,-1.16,-999.0,4.62,33.36,12.35,-999.0
ACA,2020-12-30,48270000.0,0.0917,0.0550999999999999,0.0849,0.0415,0.0579,40.33,0.027,278900000.0,2.18,-0.502,1.99,14.96,2.14,259900000.0
TNDM,2020-12-30,62500000.0,0.0,-0.0689,-0.0159,-0.0095,-0.1225,8.18,0.55,2490000.0,-0.56,5.41,7.76,62.33,6.14,24670000.0
TOWN,2020-12-30,72640000.0,0.3582,0.2437,0.3563,0.0127,0.0986,8.26,0.251,-999.0,2.01,0.428,1.11,-999.0,-999.0,127890000.0
TPIC,2020-12-30,36560000.0,0.0,-0.0113999999999999,0.0183,0.0215,-0.0936999999999999,47.0,0.103,79170000.0,-0.54,-999.0,3.63,200.61,1.35,37570000.0
THRM,2020-12-30,32940000.0,0.0,0.0654,0.1041,0.0674,0.1115,27.95,0.254,135450000.0,1.81,0.5579999999999999,8.15,37.98,3.12,110690000.0
TPTX,2020-12-30,48980000.0,0.0,0.0,-5.1694,-0.1036,-0.2077,0.61,-999.0,-128360000.0,-3.85,-999.0,22.92,0.34,46.35,-82790000.0
TRHC,2020-12-30,24680000.0,0.0,-0.2724,-0.1916,-0.0707,-0.4573,13.62,0.052,-21360000.0,-3.71,-999.0,1.0,172.51,1.29,4820000.0
TRIN,2020-12-30,26420000.0,-999.0,-0.1192,0.7109000000000001,0.0805,-0.0513,2.83,-999.0,36480000.0,-0.34,-999.0,1.69,126.99,5.23,-58230000.0
TRIP,2020-12-30,122030000.0,0.0,-0.4785,-0.4917,-0.0939,-0.2824,4.48,-0.654,-242000000.0,-2.14,-999.0,3.1,71.56,2.37,-194000000.0
TRMD,2020-12-30,74370000.0,0.7983,0.1178999999999999,0.1996,0.0466,0.087,10.06,-0.456,267000000.0,1.19,-999.0,1.2,82.79,1.24,235800000.0
